Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
45615,0m6U4YTD6HNxEtMTOhNQgX,Kenichi Ebe,ギターソロ ボサノバ・ベスト~イパネマの娘,マシュケナダ,23,171773,False,0.519,0.0874,4,-23.828,0,0.0486,0.954,0.926,0.11,0.595,88.783,4,guitar
53721,251aCFbFK1f4Jkil96E5g1,Dillon Francis;ILLENIUM;EVAN GIIA,Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),68,205479,False,0.488,0.715,9,-4.656,1,0.0562,0.0367,0.0,0.122,0.397,145.979,4,house
6015,3P4Vcz7MhJngRf8WUAaoA0,Rotting Christ,Kata Ton Daimona Eaytoy (Do What Thou Wilt),Χ Ξ Σ - 666,46,348053,False,0.39,0.758,3,-6.329,1,0.0312,0.00114,0.829,0.0978,0.0993,84.003,4,black-metal
63645,5nJgEnzu79g3058DY5qafR,LINDBERG,LINDBERG BEST~FLIGHT RECORDER III~,今すぐKiss Me,33,214266,False,0.45,0.92,4,-2.909,1,0.0739,0.0235,0.0,0.188,0.713,173.9,4,j-rock
46423,2zXDohXkGtHzCInhb6WEnV,Critical Mass,Burnin Love,Burnin Love - Rave Radio Edit,20,261160,False,0.547,0.922,8,-7.476,0,0.0453,0.00552,0.615,0.084,0.175,165.027,4,happy
63936,0Kirwy3q8wJ7vMC5tujb88,Kyuso Nekokami,ウィーアーインディーズバンド!!,ファントムヴァイブレーション,31,249786,False,0.587,0.974,7,-1.618,1,0.0672,0.00458,0.0,0.241,0.802,96.052,4,j-rock
39106,0TNarhIeerCvP5d7W29wXU,Topic;A7S;Lil Baby,pov: it's 2020,Why Do You Lie To Me,0,171290,True,0.65,0.738,4,-6.46,0,0.158,0.0539,0.0,0.206,0.336,119.827,4,german
48780,30UkHpzAOHM22GAdae8zYJ,Bayside,Shudder (Bonus Track Version),A Call To Arms,31,182306,False,0.522,0.909,9,-3.059,0,0.0379,0.00649,1.02e-05,0.166,0.508,109.966,4,hardcore
35391,6aMsS8u7LOBRUX7nPSDFWx,Silvanno Salles,O Cantor Apaixonado Volume 20,O Que Falta em Você Sou Eu,42,239960,False,0.718,0.816,9,-2.448,1,0.0599,0.778,0.0,0.373,0.55,139.06,4,forro
82138,4zciNpj3c6qIfiikaihQnO,Tsunami Bomb,Trust No One,Lemonade (2000),33,151106,True,0.371,0.635,11,-5.064,0,0.0444,0.0823,3.64e-06,0.0956,0.789,175.89,4,power-pop
96038,2xRjpf9nBbKNV4VtjSHfER,Art Popular,Artpopuloucos #02 (Ao Vivo),Pimpolho - Ao Vivo,52,166086,False,0.632,0.695,7,-11.998,1,0.0515,0.73,0.0,0.799,0.637,94.214,4,samba
43566,5tx5uLAzl1DNvFdYMIU36i,Costa Mee,Love in Undercover / the Compilation,Love in Undercover,40,354782,False,0.772,0.58,9,-6.335,0,0.0382,0.00726,0.313,0.136,0.545,114.975,4,groove
90074,3Ma7En4uWNtzGAhXHVfmCY,The Platters,A Very 60s Christmas,"Rudolph, The Red Nosed Reindeer",0,112960,False,0.576,0.682,3,-4.212,1,0.0369,0.726,0.0,0.236,0.919,145.274,4,rock-n-roll
58636,5UYOvPQypiNSK23KqOq2JI,Skindred,Kill the Power,Open Eyed,24,282608,False,0.596,0.979,1,-2.929,1,0.0967,0.00521,0.000116,0.425,0.68,129.944,4,industrial
85383,1ErS8Tahdp0bOUH7SBM4jo,Soda Stereo,Dynamo (Remastered),Ameba - Remasterizado 2007,41,256665,False,0.438,0.778,7,-7.271,0,0.0355,2.1e-05,0.00321,0.411,0.531,101.961,4,punk-rock
23418,4yUErdeJ4yBN3cajrmSWe5,Namic,In Love,In Love,57,170181,False,0.679,0.715,4,-7.359,0,0.034,0.3,4.94e-06,0.239,0.251,109.935,4,deep-house
84392,0zK545STj6P7qbFSpCK9pp,Badfinger,No Dice (Remastered 2010 / Deluxe Edition),No Matter What - Remastered 2010,67,180546,False,0.529,0.743,9,-5.523,1,0.0481,0.177,0.0,0.0759,0.78,116.817,4,psych-rock
84704,2Iqdun0CJawDkc3NBUrbdA,Perfume Genius,No Shape,Otherside,52,160169,False,0.279,0.137,8,-11.45,1,0.0381,0.906,0.000494,0.223,0.206,142.848,3,psych-rock
75167,5wEVxiQuKpkfVhPtIRTyrh,Yanni,Yanni Live At The Acropolis,Nostalgia - Live,41,346266,False,0.176,0.492,11,-10.327,0,0.0429,0.862,0.0571,0.701,0.0812,90.866,5,new-age
61969,0maHFj9VvEqA4cBTTy0vYw,AKB48,元カレです Special Edition,アンジー,18,275600,False,0.728,0.95,11,-2.415,0,0.0451,0.0301,5.69e-06,0.322,0.937,135.065,4,j-idol
94247,57fhqwIkHMUIzcvqODgf4l,"nothing,nowhere.",Here to Forever - All New Indie,pretend,0,179690,False,0.533,0.838,1,-5.625,0,0.0837,0.0251,0.0,0.318,0.722,80.049,4,sad
66027,6uQRw745OItLYC9eniUUeb,Cupid,Feel Good Music,Do It With Your Boots On (Zydeco Remix),28,405195,False,0.598,0.902,6,-3.537,0,0.0841,0.257,0.0,0.35,0.952,76.978,4,kids
96832,5kQs7HBl0U2fEAoIDukOfm,Clara Nunes,Nova Bis - Clara Nunes,Coração Leviano,37,180933,False,0.505,0.665,6,-9.246,1,0.0422,0.0181,0.0,0.35,0.86,108.09,4,samba
104107,2GXCmc3A6ahTNnBsrkrRuh,India Martinez;Melendi,SI ELLA SUPIERA,SI ELLA SUPIERA,69,233633,False,0.728,0.608,7,-6.384,1,0.0713,0.326,0.0,0.139,0.658,138.923,4,spanish
84994,66dugDe9CKaXt9ZOFiKT0d,The Gun Club,The Las Vegas Story (Remastered 2022),My Dreams - Remastered,27,243280,False,0.367,0.804,11,-9.129,0,0.0314,0.00368,0.000256,0.159,0.777,194.263,4,psych-rock
88968,4SuBaJVPJ0ttWJBoKwswWX,Dayme y El High;Cazzu;Aleman;Lito Kirino,Lo Tengo,Lo Tengo,43,243356,True,0.818,0.488,7,-8.824,1,0.41,0.681,0.0,0.135,0.577,137.159,4,reggae
9939,6oVb4W2lN3MxElztZx6mCj,Jota Quest,Acústico Jota Quest,Morrer de Amor - Acústico,45,207290,False,0.74,0.782,7,-8.793,0,0.0286,0.691,0.000127,0.726,0.934,125.012,4,brazil
94616,7g7or6ba1mBgq5Ydj2ixjs,LIL DUSTY G,UNDERGROWTH,INBETWEEN,60,114845,True,0.682,0.653,6,-7.043,0,0.0988,0.138,0.0016,0.0554,0.682,92.007,4,sad
22630,1L4N1DTz95J6fxqrtiteCx,Nervosa,Agony,Arrogance,23,187560,False,0.428,0.989,7,-2.932,1,0.119,1.73e-06,0.625,0.0652,0.179,114.966,4,death-metal
89094,7lTWdUAtKRdaRS0UbQD9y7,J Balvin,Noche de Halloween Latino,Morado,2,200666,False,0.881,0.696,11,-3.838,0,0.0797,0.136,4.06e-05,0.0927,0.781,97.002,4,reggaeton
72981,6xLGj05sCgZxMdDTQI3150,Slaughter to Prevail,Kostolom,Zavali Ebalo,49,231000,True,0.555,0.992,10,-1.483,0,0.135,0.000276,0.0146,0.355,0.489,160.026,4,metalcore
535,5bC6ONDsL88snGN6QasjZH,Sonny Boy Williamson II,More Real Folk Blues,Help Me,60,188200,False,0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216,4,acoustic
80467,5Rn1DPzSzUktbhuNDDJocS,KK;Shefali Alvares;Yo Yo Honey Singh;Pritam,Race 2 (Original Motion Picture Soundtrack),Party On My Mind,61,222133,False,0.715,0.864,11,-5.013,0,0.0751,0.0188,0.0,0.719,0.57,122.016,4,pop-film
77836,6t5JVIK5NLb12nqnB49Ayn,Só Pra Contrariar,Focus: O Essencial de Só Pra Contrariar,Que Se Chama Amor,42,242106,False,0.643,0.73,7,-6.999,1,0.0388,0.452,0.0,0.151,0.64,136.084,4,pagode
86622,3tZZEcmQoA2WWuAyxIoMCN,Allison,Allison (Edición Especial),Llama por Favor,41,134626,False,0.432,0.799,1,-6.336,1,0.0347,0.00474,0.0,0.139,0.849,173.168,4,punk
60207,3TcLpvKAtmPjLOAnYTXqNv,Spice;Shaggy;Sean Paul,10,Go Down Deh (feat. Shaggy and Sean Paul),24,154151,False,0.803,0.769,2,-5.109,1,0.0894,0.107,2.27e-05,0.245,0.583,89.992,4,j-dance
95297,7nFkcOIUgct66cA1TCksDN,Jerry Rivera,Oro Salsero,Lloraré,33,290826,False,0.482,0.823,0,-3.941,1,0.0677,0.633,4.97e-06,0.263,0.787,93.936,4,salsa
18454,78LblAd8UBW9GUg9L0Xeld,Tom Papa,Human Mule,Whole Foods vs. Costco,22,201233,False,0.505,0.8,5,-14.198,0,0.95,0.773,0.0,0.688,0.241,86.967,4,comedy
28947,5LAGe0KdxSBOdMneQmtkIP,Cidade Verde Sounds;Adonai;Helio Bentes;Horace Andy;Dada Yute,"Reggae Music, Part. 2","Reggae Music, Part. 2",25,226843,False,0.703,0.7,8,-6.517,0,0.336,0.279,1.27e-05,0.33,0.801,77.431,4,dub
5533,7GBDwr44ngVGTUU6fW4coD,Official HIGE DANdism,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),Bedroom Talk - LIVE,24,211640,False,0.502,0.607,11,-10.992,1,0.125,0.24,0.0,0.935,0.558,76.429,4,anime
43866,7aCBZdR17fK5SSeZXWBtk3,Googie Rene,Smokey Joe's La La,Smokey Joe's La La,45,178013,False,0.653,0.954,0,-6.961,1,0.0851,0.0423,8.44e-06,0.0854,0.785,139.026,4,groove
98224,0bqwkd3ZJfgzl3lP7Ddof0,"Andrew Lloyd Webber;Cast Of ""The Phantom Of The Opera"" Motion Picture",The Phantom Of The Opera (Original Motion Picture Soundtrack / Deluxe Edition),"Poor Fool, He Makes Me Laugh",29,372840,False,0.425,0.236,0,-19.725,1,0.459,0.881,0.00015,0.768,0.254,105.893,4,show-tunes
50894,3NGzh77E6STpF9BjNhemvb,Ricardo Iorio,Avivando La Llama De La Ley Natural,De Pismanta A Bauchaceta,19,179536,False,0.422,0.811,4,-6.535,1,0.0433,0.0257,0.876,0.122,0.619,120.029,4,heavy-metal
110301,6BDLcvvtyJD2vnXRDi1IjQ,Seven Lions;ILLENIUM;Said The Sky;HALIENE,Rush Over Me,Rush Over Me,55,259555,False,0.441,0.753,0,-4.074,1,0.044,0.0701,0.0,0.027,0.254,135.015,4,trance
43606,3voNCdMNCd1M2Yh1Y7cm4Y,Joshwa;JADED;Eliza Legzdina,Kerching,Kerching,49,178604,True,0.831,0.761,8,-5.544,1,0.0628,0.00772,0.54,0.242,0.671,129.023,4,groove
61813,5YVqxzFJw4mQWIg10jv1M0,AKB48,AKB48 15th Anniversary Single PLAYLIST I,RIVER,19,283200,False,0.534,0.942,7,-1.246,1,0.0917,0.0617,7.51e-05,0.264,0.489,106.419,4,j-idol
44074,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,The Colour And The Shape,Everlong,84,250546,False,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4,grunge
85911,5N37thhxSu00xqUKO1tTvn,Patricio Rey y sus Redonditos de Ricota,Último Bondi a Finisterre,Pogo,35,286573,False,0.584,0.796,0,-8.14,1,0.0291,0.00862,0.00802,0.127,0.678,159.924,4,punk-rock
89626,7ytbVby5rfR6JtS6LX9UDo,Adassa,Tropical Vibes,Llego el bailador,0,223043,False,0.706,0.796,4,-4.597,0,0.0374,0.133,1.3e-06,0.0782,0.793,149.986,4,reggaeton
59772,3UMPQ2tXZEtZV6JwhqJHGk,Rojin Sharafi,Kariz,Where Space Passes By,1,386595,False,0.464,0.485,0,-15.065,0,0.0539,0.369,0.679,0.144,0.0394,106.595,4,iranian
112992,4CwabJInluLMkFwlQhYJjs,Adamlar,Eski Dostum Tankla Gelmiş,Kendime Çaylar,38,252853,False,0.419,0.531,4,-8.276,1,0.0375,0.0945,0.000659,0.0899,0.275,154.714,3,turkish
16558,6mbHaLohxTHM1HtI7XdJYl,Kishori Amonkar,"Vishnu Sahasranamavali, Vol. 1",Shri Vishnu Dhyanam,32,107733,False,0.179,0.0538,11,-18.765,1,0.0343,0.967,1.66e-05,0.355,0.115,90.381,1,classical
99371,5nsFJfYtAFZmL9PbtYKYcA,Stephen Sanchez,Easy On My Eyes,See The Light,64,180146,False,0.728,0.796,4,-5.33,1,0.0461,0.162,9.28e-06,0.196,0.691,117.925,4,singer-songwriter
53875,5a1Cm3iYkS0nWn9fTijOq4,Steve Aoki;Alan Walker;ISÁK,Neon Future IV,Are You Lonely,58,157333,False,0.517,0.793,6,-5.851,0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,4,house
88830,2A40448819q6LAg0jc6TNt,Chimarruts,"Circuito Reggae, Vol. 12",Saber Voar,45,310333,False,0.854,0.305,1,-9.032,0,0.0519,0.299,0.0,0.143,0.399,119.928,4,reggae
44480,3zZ009FB8sc8JghwVrbLFq,Linkin Park;Daron Malakian,The Hunting Party,Rebellion (feat. Daron Malakian),49,224160,False,0.508,0.971,8,-3.027,1,0.0788,0.00145,0.0,0.62,0.325,130.023,4,grunge
105232,6Ex7cCiMaj2mML0BCOG26H,DHN Missile,Never Wing,Never Wing,41,136803,False,0.725,0.418,8,-13.84,1,0.127,0.0887,0.923,0.0737,0.451,170.016,4,study
6297,1CWbHFlEu2B9vgdhlvXZD3,Therion,Les Fleurs du mal,Wahala manitou,21,152880,False,0.538,0.937,7,-3.27,1,0.0468,0.00223,0.000895,0.124,0.475,120.016,3,black-metal
96286,777oAxPePG2C4Wdr1fH6kZ,RDN;Suel;Ferrugem,"RDN & Amigos, Vol. 2",Deixa Eu Te Querer,43,97041,False,0.559,0.4,9,-9.216,1,0.205,0.285,0.0,0.541,0.23,167.779,4,samba
1533,4s745NgYuKpZpgcC4SS91y,Brownout;Brown Sabbath;Aaron Behrens,"Brownout Presents Brown Sabbath, Vol. II",Sabbath Bloody Sabbath,19,341765,False,0.332,0.786,1,-8.419,0,0.045,0.00182,0.00185,0.142,0.724,143.4,4,afrobeat
50939,03IFuSqLJDHnPbC10O4bks,Pappo;Charly García,Vivo Cosquín Rock,Sucio y Desprolijo - En Vivo Cosquín Rock,21,330452,False,0.257,0.951,9,-6.019,0,0.052,0.000924,0.0351,0.944,0.409,134.997,4,heavy-metal
63161,6bfDSsy4wnpn6B0de8Qrbx,BURNOUT SYNDROMES,BURNOUT SYNDROMEZ,Good Morning World!,58,249480,False,0.486,0.953,0,-2.244,1,0.0766,0.0505,0.0,0.115,0.595,95.574,4,j-rock
109993,1t0nwk5GRdT3frkWp15qSl,Akina Nakamori,コンプリート・シングル・コレクションズ〜ファースト・テン・イヤーズ<ライノ・プレミアム・エディション>,1/2の神話,25,201133,False,0.513,0.86,10,-5.969,0,0.0907,0.0109,0.0279,0.109,0.456,164.913,4,techno
20430,4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Back To You - From 13 Reasons Why – Season 2 Soundtrack,74,207904,False,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,4,dance
15360,0W7brFokN6QtGRNp32RCQP,Arz,Alone With You,Alone With You,73,195200,True,0.768,0.374,7,-12.49,1,0.723,0.288,1.67e-06,0.111,0.398,75.503,4,chill
52001,0F76EzCOmno4KJviO7iGNq,Hank Williams;Drifting Cowboys,The Complete Hank Williams,"Hey, Good Lookin'",50,174293,False,0.785,0.365,7,-9.963,1,0.0377,0.801,0.0,0.0662,0.913,141.167,4,honky-tonk
86559,34iOH7LY3vme5rQxsVILZ4,Joy Division,Love Will Tear Us Apart,Love Will Tear Us Apart - 2020 Remaster,69,208453,False,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,4,punk
93380,4HC6cDv1j6fpbQ6FOPGm7O,Valentina Ponomaryova;Ансамбль ударных инструментов Марка Пекарского;Сергей Скрипка;Государственный Симфонический оркестр кинематографии,Terra Incognita,The Cat that Walked by Himself: First Witchcraft. Dog,0,398200,False,0.34,0.168,1,-25.023,1,0.0895,0.599,0.0369,0.16,0.0372,95.744,4,romance
57672,246ton97bgCFoFWGbQnsTg,Bhuvan Bam;Lost Stories;somanshu,Heer Ranjha (Lost Stories & somanshu Remix),Heer Ranjha (Lost Stories & somanshu Remix),43,181714,False,0.631,0.674,2,-5.619,1,0.034,0.173,9.26e-06,0.299,0.276,104.901,1,indie
23397,5EOwnW8B5tPuwy036UnDnb,Earth n Days;Mattei & Omich,Selection ADE 2022,Wait A Minute - Mattei & Omich Remix,0,214000,False,0.698,0.939,9,-4.707,0,0.0542,0.000469,0.912,0.26,0.787,123.993,4,deep-house
28805,2iIv6fmSZy9FlnfjbixopJ,Kai Wachi;Dylan Matthew;Danny Olson,Run - Danny Olson Remix,Run - Danny Olson Remix,38,180000,False,0.452,0.455,2,-6.052,0,0.0262,0.15,0.0,0.139,0.271,82.987,4,dub
31158,2VlLbhGLVJgdOW7kKdWWFc,Billie Eilish,Six Feet Under,Six Feet Under,75,189613,False,0.576,0.307,11,-12.732,0,0.0428,0.807,0.000355,0.0792,0.157,67.513,4,electro
93626,0DbjnobMwfD3rs9zcfCjfQ,Сергей Захаров,20 золотых шедевров романса,Милая,0,159760,False,0.263,0.404,2,-8.402,1,0.0393,0.926,0.00531,0.215,0.226,82.82,1,romance
4025,6TWcSqCntZhH5vyc35kkob,Cigarettes After Sex,Cigarettes After Sex,John Wayne,65,258483,False,0.441,0.465,3,-8.389,1,0.0291,0.343,0.884,0.0982,0.173,123.933,4,ambient
39818,18Gc7Z6lndGyqjZP3iNf46,Edo Saiya,PolaR,BitteRsüß,38,216821,False,0.674,0.801,0,-10.069,1,0.0762,0.145,4.81e-06,0.153,0.421,125.087,4,german
89360,434VcYrm3FPRRiW4jw5nLb,Wisin & Yandel;Chris Brown;T-Pain,Fiesta portatil,Algo Me Gusta De Ti,3,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,reggaeton
17551,6eyrDurDCi6nI8FSWGnRUn,Tre Oh Fie,Give It 2 Em,Give It 2 Em,43,118450,False,0.637,0.895,1,-9.268,0,0.0788,0.00486,0.0141,0.225,0.587,150.018,4,club
7301,7qrx7wdYhAOotAX9Cux06s,Andy Thorn,Songs of the Sunrise Fox,Dawn is Coming,25,221840,False,0.54,0.435,10,-18.341,1,0.0443,0.966,0.775,0.0932,0.929,117.031,4,bluegrass
22760,74SPa1RfRjNh0jj9BYuPxI,Thy Art Is Murder,Holy War,Holy War,50,240240,False,0.195,0.995,11,-3.78,1,0.26,0.000395,0.000551,0.335,0.147,90.753,3,death-metal
88204,511zIRlXGOQs2oykDi4KwT,Daddy Yankee;Bad Bunny,El perreo es el futuro,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,reggae
69602,1eh1HgZiP3Hd5nn9zq6bfm,Nomadic Voice;A.B.I,Pravasi,Pravasi,24,176176,True,0.755,0.543,8,-10.736,1,0.161,0.0816,0.0,0.077,0.0568,100.09,4,malay
58589,0WSBTmtcNmXfc55kcTpA0F,Apoptygma Berzerk,Unicorn - Deluxe Bonus Track Edition (Remastered),Unicorn - Video Version,23,250600,False,0.64,0.906,6,-7.998,1,0.0414,0.00535,0.00489,0.136,0.616,125.97,4,industrial
68520,4PlkeOWaeaS9e0R2DvZUgc,Ozuna;El Cherry Scom,OzuTochi,Perreo y Dembow,58,162026,False,0.913,0.722,7,-2.949,1,0.0576,0.0171,0.0978,0.139,0.545,110.015,4,latino
51527,6IdUSDkIkBP7ZmTIZrZiVV,Jack Harlow,Ghetto Superstar - New Rap Classics,Dua Lipa,2,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop
85168,7rSERmjAT38lC5QhJ8hnQc,Dropkick Murphys,The Warrior's Code,I'm Shipping Up To Boston,70,153600,False,0.452,0.928,2,-3.133,1,0.079,0.000706,0.000637,0.226,0.6,129.188,4,punk-rock
99859,2AEjVbLUDn3knYqIyxbsjI,Arijit Anand,Hai Koi Khayaal,Taare,5,179190,False,0.428,0.146,4,-14.043,0,0.0351,0.867,0.0,0.116,0.227,124.588,4,singer-songwriter
17180,1v4wTGL3HAAUDcLjJXiQWG,Extra Terra,Convergence 2045,Cyberpunk,42,218259,False,0.597,0.92,11,-4.524,1,0.0553,0.000247,0.844,0.109,0.135,101.975,4,club
35939,7xyl9nogYJsmt7Wfu4GXFc,Reginaldo Rossi,Reginaldo Rossi,Leviana,39,231893,False,0.621,0.719,6,-7.509,0,0.031,0.554,0.0,0.259,0.78,140.228,4,forro
95253,1TrkIrUp9QklbPi04vQG1P,Adolescent's Orquesta,Indestructible,Mi Viejo,33,269582,False,0.731,0.651,0,-5.956,0,0.0422,0.711,0.0,0.105,0.862,94.985,4,salsa
31013,08bNPGLD8AhKpnnERrAc6G,Marshmello;Anne-Marie,FRIENDS,FRIENDS,79,202620,True,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4,electro
58633,37IcFA0ErXrprhBWk6eG2F,Dulce Liquido,Shock Therapy,Humid Dreams,23,276013,False,0.508,0.987,1,-5.66,1,0.0846,0.00153,0.692,0.125,0.242,137.995,4,industrial
51549,2kbxGCtWSV0f1ON720Bd4O,Anirudh Ravichander;Alisha Thomas,Maari (Original Motion Picture Soundtrack),Don'u Don'u Don'u - The Don's Romance,59,195709,False,0.776,0.82,8,-4.405,0,0.0414,0.287,0.000361,0.242,0.773,89.982,4,hip-hop
30524,1NM2NUzlN9SY8z5k4ZfRJB,Armin van Buuren;Hardwell,Ping Pong (Hardwell Remix),Ping Pong - Hardwell Remix,55,180923,False,0.575,0.985,6,-3.493,1,0.0747,0.00379,0.155,0.0471,0.0762,129.956,4,edm
79857,4Vuegf7MFlYZ5h8WK973O3,Edgar De Vries,The Chapel,The Chapel,48,210000,False,0.604,0.0325,8,-27.453,1,0.0629,0.993,0.951,0.0956,0.195,71.169,4,piano
24041,6dwR06Edc87fGq9vpSBBtJ,Moodymann,Silentintroduction,M Traxx,21,310466,False,0.874,0.568,8,-11.521,0,0.0894,0.00444,0.826,0.707,0.494,119.988,4,detroit-techno
37772,78uqYSOfbHaPnWq7vYgouJ,Xamã;Bagua Records;Gustah;Irineu Barsé,Acústico Cancún,Quinta Cínica - Acústico,46,136421,False,0.723,0.53,6,-9.372,0,0.145,0.806,0.0,0.112,0.774,95.01,4,funk
799,1R8uexh18C6rWgBiUsZr6L,Mischief Brew,Bacchanal 'N' Philadelphia,Roll Me Through the Gates of Hell - Acoustic Version,28,233306,False,0.488,0.627,0,-5.867,1,0.0534,0.416,0.0,0.103,0.757,118.434,4,acoustic
38880,17ahSrFGTLNAEAquP1P88n,Kasabian,Velociraptor!,Goodbye Kiss,54,243960,False,0.615,0.836,7,-4.648,1,0.0419,0.0788,0.0,0.62,0.877,123.005,4,garage
77553,1NYSHp2LRCmXDvYbfZ0KhS,Sorriso Maroto,Sorriso 15 Anos (Ao Vivo),Ela - Ao Vivo,44,225426,False,0.565,0.843,8,-5.142,1,0.0532,0.902,0.0,0.884,0.56,145.884,4,pagode
62827,7JEUg9KqmpdIE5Nbb9ss66,Michael Bublé,love (Deluxe Edition),Love You Anymore,63,182666,False,0.693,0.257,6,-7.785,1,0.0356,0.869,0.0,0.11,0.603,90.012,4,j-pop
74394,4UzgLMoTKm0woWLof31Jf3,Casuarina;Moinho,Roda de Samba do Casuarina e Convidados,Rosa Morena,44,187293,False,0.538,0.857,7,-6.395,1,0.0494,0.725,0.0166,0.773,0.728,106.679,4,mpb
74662,4bnb0AijMHu8RwHydrVpqk,Zeca Baleiro,Vô Imbolá,Disritmia,41,262706,False,0.723,0.505,9,-8.43,0,0.137,0.333,0.00038,0.0658,0.396,118.114,4,mpb
55623,5fIWOnufnkAtDp9SDqRMD3,Fossils,Fossils,Hansnuhana,45,294322,False,0.528,0.427,4,-12.304,1,0.0548,0.27,2.18e-05,0.105,0.307,133.127,4,indian
41144,1fFJXoQ6O6CtzeoQyfgFU2,Håkan Hellström,Håkan Boma Ye! (Live),Det kommer aldrig va över för mig (Live),32,337066,False,0.323,0.845,10,-5.089,1,0.0405,0.000534,0.0253,0.899,0.478,133.88,4,goth
30800,3uuR20w7HgLlb5Hha2mCxb,Swedish House Mafia;The Weeknd,Dawn FM (Alternate World),Moth To A Flame (with The Weeknd),56,234000,False,0.542,0.659,8,-7.289,1,0.0389,0.00279,0.0,0.105,0.109,120.122,4,edm
44215,1gePK7D2pfZXYyEH6jR64Z,Breaking Benjamin,Shallow Bay: The Best Of Breaking Benjamin (Explicit),Give Me A Sign,36,257693,False,0.214,0.819,6,-3.577,1,0.0484,0.000279,1.06e-06,0.0828,0.405,156.812,4,grunge
76638,68tVrfQ1gWhau7U6WTVdhL,Emmerich Kálmán;Anneliese Rothenberger;Willy Mattes;Symphonieorchester Graunke,Die Csárdásfürstin,"Die Csárdásfürstin · Operette in 3 Akten (1988 Digital Remaster), Dritter Akt: Tausend kleine Engel singen (Sylva - Stasi - Edwin - Boni)",21,66600,False,0.2,0.232,2,-13.084,1,0.0331,0.958,0.000392,0.537,0.278,80.074,4,opera
57029,6BvRzfqi3sMAoQYnRpMVL0,Anuv Jain,Mazaak,Mazaak,68,212054,False,0.534,0.461,2,-11.292,1,0.0295,0.795,1.51e-06,0.114,0.244,145.972,4,indie
87286,2KKYlJFyJ8Ozxj7FABxKEg,Joan Sebastian,Más Allá Del Sol,La Medecina,47,160853,False,0.678,0.616,2,-6.723,1,0.0441,0.752,0.000231,0.047,0.689,105.831,4,r-n-b
2627,6dr4yfIX1gO7to68cDcCsp,Patricio Rey y sus Redonditos de Ricota,La Mosca y la Sopa,Toxi-Taxi,47,219333,False,0.576,0.858,7,-6.372,1,0.0695,0.000757,0.00604,0.305,0.704,111.96,4,alt-rock
18453,4DpFu4gU9LJC2ncLGrZLGZ,Orny Adams,Path Of Most Resistance,Eye Muscle,23,127440,False,0.537,0.909,11,-12.651,1,0.907,0.808,2.59e-06,0.966,0.325,82.657,4,comedy
45028,7rVOU36Rgup3pFGNA4pLOy,Los Tecolines,Serenata con Los Tecolines,Canción del alma,37,153053,False,0.651,0.365,5,-11.88,0,0.0326,0.941,7.27e-05,0.177,0.843,112.498,4,guitar
30727,0SSIu4CcGITHdatDmjlA6H,TELYKast;Loren Gray,Nobody To Love (with Loren Gray),Nobody To Love (with Loren Gray),60,146372,False,0.734,0.823,9,-3.684,0,0.0853,0.0937,0.0,0.0853,0.409,122.143,4,edm
103275,2hEf65oCXX1w77dSrFu410,Nina Simone,Anthems for Witches 2022,I Put A Spell On You,1,156266,False,0.429,0.477,6,-6.225,0,0.0311,0.766,0.000638,0.16,0.327,88.534,3,soul
13482,7oOPUkvKZERP5MJCiA6HNN,Jesse Saunders;Sound Syndicate,Now That We Found Love,Now That We Found Love - DubStrumental,8,406636,False,0.807,0.698,10,-12.233,0,0.0578,0.00181,0.442,0.0819,0.421,126.002,4,chicago-house
87344,2ZMW1mtSrdiaDe8lI9YLnZ,Raul Seixas,Abre-Te Sésamo,"Rock Das ""Aranha""",46,110093,False,0.609,0.63,4,-10.791,0,0.175,0.762,0.0,0.0495,0.934,174.253,4,r-n-b
